element_id,sbml_type,element_name,unit,annotation_type,qualifier,URI,remark
BW,parameter,Bodyweight,kg,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00008,
BW,parameter,,,rdf,BQB_IS,,
VLc,parameter,Liver volume fraction,L/kg,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00078,
VLc,parameter,,,rdf,BQB_IS,,
Vplasmac,parameter,Volume fraction of plasma,L/kg,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00104,
Vplasmac,parameter,,,rdf,BQB_IS,,
VGIc,parameter,Volume fraction of gastrointestinal tract,L/kg,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00509,
VGIc,parameter,,,rdf,BQB_IS,,
VL,parameter,Liver volume,L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00077,
VL,parameter,,,rdf,BQB_IS,,
Vplasma,parameter,Plasma volume,L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00103,
Vplasma,parameter,,,rdf,BQB_IS,,
VGI,parameter,Volume of gastrointestinal tissue,L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00524,
VGI,parameter,,,rdf,BQB_IS,,
VRest,parameter,Volume of rest of the body,L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00105,
VRest,parameter,,,rdf,BQB_IS,,
QC,parameter,Cardiac output,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00013,
QC,parameter,,,rdf,BQB_IS,,
QPlasma,parameter,Cardiac output of plasma,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00528,
QPlasma,parameter,,,rdf,BQB_IS,,
Htc,parameter,Hematocrit,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00527,
Htc,parameter,,,rdf,BQB_IS,,
QLc,parameter,Fraction of blood flow to liver,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00025,
QLc,parameter,,,rdf,BQB_IS,,
QGIc,parameter,Fraction of blood flow to gastrointestinal tissue,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00513,
QGIc,parameter,,,rdf,BQB_IS,,
QL,parameter,Liver blood flow,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00024,
QL,parameter,,,rdf,BQB_IS,,
QGI,parameter,Gastrointestinal tissue blood flow,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00531,
QGI,parameter,,,rdf,BQB_IS,,
QRest,parameter,Blood flow to rest of body,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00050,
QRest,parameter,,,rdf,BQB_IS,,
Free,parameter,Unbound fraction,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00149,
Free,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_35549,
kfeC,parameter,Intrinsic rate of fecal excretion,mL/d/g,rdf,BQM_IS,,
kfeC,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_35549,
kfe,parameter,Fecal excretion rate ,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00230,
kfe,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_35549,
kbiliaryC,parameter,Intrinsic rate of biliary clearance,mL/d/g,rdf,BQM_IS,,
kbiliaryC,parameter,,,rdf,BQB_IS,,
kbiliary,parameter,Biliary clearance rate,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00233,
kbiliary,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_35549,
PL,parameter,Liver to plasma partition coefficient,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00170,
PL,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_35549,
PG,parameter,Gastrointestinal tissue to plasma partition coefficient,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00166,
PG,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_35549,
PRest,parameter,Rest of the body to plasma partition coefficient,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00518,
PRest,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_35549,
CGI,parameter,Concentration in gastrointestinal tissue,ug/L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00538,
CGI,parameter,,,rdf,BQB_IS,,
CLiver,parameter,Concentration in liver,ug/L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00539,
CLiver,parameter,,,rdf,BQB_IS,,
CPlasma,parameter,Unbound concentration in plasma,ug/L,rdf,BQM_IS,,
CPlasma,parameter,,,rdf,BQB_IS,,
CPlasmaTotal,parameter,Total concentration in plasma,ug/L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00549,
CPlasmaTotal,parameter,,,rdf,BQB_IS,,
CRest,parameter,Concentration in rest of the body,ug/L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00548,
CRest,parameter,,,rdf,BQB_IS,,
