element_id,sbml_type,element_name,unit,annotation_type,qualifier,URI,remark
APVMet2,species,Amount in portal vein,nmol,rdf,BQM_IS,,
APVMet2,species,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_167305,
AGILumenMet1,species,Amount in GI lumen,nmol,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00496,
AGILumenMet1,species,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
AGILumenMet2,species,Amount in GI lumen,nmol,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00496,
AGILumenMet2,species,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_167305,
APlasmaMet1,species,Amount in plasma,nmol,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00502,
APlasmaMet1,species,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
APlasmaMet2,species,Amount in plasma,nmol,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00502,
APlasmaMet2,species,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_167305,
AFecesMet1,species,Amount in feces,nmol,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00273,
AFecesMet1,species,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
AFecesMet2,species,Amount in feces,nmol,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00273,
AFecesMet2,species,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_167305,
BW,parameter,body weight,kg,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00008,
BW,parameter,,,rdf,BQB_IS,,
VLc,parameter,Volume fraction of liver to bodyweight,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00078,
VLc,parameter,,,rdf,BQB_IS,,
VPlasmac,parameter,Volume fraction of plasma to bodyweight,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00104,
VPlasmac,parameter,,,rdf,BQB_IS,,
VL,parameter,Volume of liver,L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00077,
VL,parameter,,,rdf,BQB_IS,,
VPlasma,parameter,Volume of plasma,L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00103,
VPlasma,parameter,,,rdf,BQB_IS,,
VRest,parameter,Volume of rest of body,L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00105,
VRest,parameter,,,rdf,BQB_IS,,
enterocytes,parameter,Enterocytes (volume of distribution),L,rdf,BQM_IS,,
enterocytes,parameter,,,rdf,BQB_IS,,
QC,parameter,Cardiac output,L/h,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00013,
QC,parameter,,,rdf,BQB_IS,,
QLc,parameter,Blood flow to liver constant,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00025,
QLc,parameter,,,rdf,BQB_IS,,
QL,parameter,Blood flow to liver,L/h,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00024,
QL,parameter,,,rdf,BQB_IS,,
QRest,parameter,Blood flow to rest of body,L/h,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00050,
QRest,parameter,,,rdf,BQB_IS,,
PL,parameter,Partition coefficient - liver,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00577,
PL,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_33216,
PRest,parameter,Partition coefficient - rest of body,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00585,
PRest,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_33216,
kstoC,parameter,Gastric emptying constant,,rdf,BQM_IS,,
kstoC,parameter,,,rdf,BQB_IS,,
ksto,parameter,Gastric emptying rate,/h,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00143,
ksto,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_33216,
k0C,parameter,Uptake from stomach to liver,,rdf,BQM_IS,,
k0C,parameter,,,rdf,BQB_IS,,
k0,parameter,Uptake from stomach to liver,/h,rdf,BQM_IS,,
k0,parameter,,,rdf,BQB_IS,,
kabsC,parameter,Uptake from enterocytes to liver,,rdf,BQM_IS,,
kabsC,parameter,,,rdf,BQB_IS,,
kabs,parameter,Uptake from enterocytes to liver,/h,rdf,BQM_IS,,
kabs,parameter,,,rdf,BQB_IS,,
kfeC,parameter,Fecal elimination constant,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00236,
kfeC,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_33216,
kfe,parameter,Fecal elimination rate,/h,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00230,
kfe,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_33216,
kfeMetC,parameter,Fecal elimination constant,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00236,
kfeMetC,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
kfeMet,parameter,Fecal elimination rate,/h,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00230,
kfeMet,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
kabsMet1C,parameter,Transport from enterocytes to serum,,rdf,BQM_IS,,
kabsMet1C,parameter,,,rdf,BQB_IS,,
kabsMet1,parameter,Transport from enterocytes to serum,/h,rdf,BQM_IS,,
kabsMet1,parameter,,,rdf,BQB_IS,,
kabsMet2C,parameter,Transport from enterocytes to serum,,rdf,BQM_IS,,
kabsMet2C,parameter,,,rdf,BQB_IS,,
kabsMet2,parameter,Transport from enterocytes to serum,/h,rdf,BQM_IS,,
kabsMet2,parameter,,,rdf,BQB_IS,,
EHRrateC,parameter,Enterohepatic recirculation,,rdf,BQM_IS,,
EHRrateC,parameter,,,rdf,BQB_IS,,
EHRrate,parameter,Enterohepatic recirculation,/h,rdf,BQM_IS,,
EHRrate,parameter,,,rdf,BQB_IS,,
kehrMet1C,parameter,EHR due to biliary excretion,,rdf,BQM_IS,,
kehrMet1C,parameter,,,rdf,BQB_IS,,
kehrMet1,parameter,EHR due to biliary excretion,/h,rdf,BQM_IS,,
kehrMet1,parameter,,,rdf,BQB_IS,,
kehrMet2C,parameter,EHR due to biliary excretion,,rdf,BQM_IS,,
kehrMet2C,parameter,,,rdf,BQB_IS,,
kehrMet2,parameter,EHR due to biliary excretion,/h,rdf,BQM_IS,,
kehrMet2,parameter,,,rdf,BQB_IS,,
BileFracSIMet1,parameter,% of metabolite that goes to bile,UNITLESS,rdf,BQM_IS,,
BileFracSIMet1,parameter,,,rdf,BQB_IS,,
BileFracSIMet2,parameter,% of metabolite that goes to bile,UNITLESS,rdf,BQM_IS,,
BileFracSIMet2,parameter,,,rdf,BQB_IS,,
fGutMet1,parameter,Correction factor,UNITLESS,rdf,BQM_IS,,
fGutMet1,parameter,,,rdf,BQB_IS,,
KmGILumenMet1,parameter,Glucuronidation - Km,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00212,
KmGILumenMet1,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
VmaxGILumenMet1c,parameter,Glucuronidation - Vmax,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00212,
VmaxGILumenMet1c,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
VmaxGILumenMet1,parameter,Glucuronidation - Vmax,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00212,
VmaxGILumenMet1,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
fGutMet2,parameter,Correction factor,UNITLESS,rdf,BQM_IS,,
fGutMet2,parameter,,,rdf,BQB_IS,,
KmGILumenMet2,parameter,Sulfation - Km,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00212,
KmGILumenMet2,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_167305,
VmaxGILumenMet2c,parameter,Sulfation - Vmax,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00212,
VmaxGILumenMet2c,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_167305,
VmaxGILumenMet2,parameter,Sulfation - Vmax,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00212,
VmaxGILumenMet2,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_167305,
BileFracLMet1,parameter,% of metabolite that goes to bile,UNITLESS,rdf,BQM_IS,,
BileFracLMet1,parameter,,,rdf,BQB_IS,,
BileFracLMet2,parameter,% of metabolite that goes to bile,UNITLESS,rdf,BQM_IS,,
BileFracLMet2,parameter,,,rdf,BQB_IS,,
fLiverMet1,parameter,Correction factor,UNITLESS,rdf,BQM_IS,,
fLiverMet1,parameter,,,rdf,BQB_IS,,
KmLMet1,parameter,Glucuronidation - Km,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00214,
KmLMet1,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
VmaxLMet1c,parameter,Glucuronidation - Vmax,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00214,
VmaxLMet1c,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
VmaxLMet1,parameter,Glucuronidation - Vmax,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00214,
VmaxLMet1,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_76967,
fLiverMet2,parameter,Correction factor,UNITLESS,rdf,BQM_IS,,
fLiverMet2,parameter,,,rdf,BQB_IS,,
KmLMet2,parameter,Sulfation - Km,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00214,
KmLMet2,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_167305,
VmaxLMet2c,parameter,Sulfation - Vmax,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00214,
VmaxLMet2c,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_167305,
VmaxLMet2,parameter,Sulfation - Vmax,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00214,
VmaxLMet2,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_167305,
CSt,parameter,Concentration in stomach,,rdf,BQM_IS,,
CSt,parameter,,,rdf,BQB_IS,,
CSI,parameter,Concentration in small intestine,,rdf,BQM_IS,,
CSI,parameter,,,rdf,BQB_IS,,
CLiver,parameter,Concentration in liver,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00539,
CLiver,parameter,,,rdf,BQB_IS,,
CPlasma,parameter,Concentration in plasma,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00549,
CPlasma,parameter,,,rdf,BQB_IS,,
CRest,parameter,Concentration in rest of body,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00548,
CRest,parameter,,,rdf,BQB_IS,,
ABile,parameter,Concentration in GI lumen,,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00538,
ABile,parameter,,,rdf,BQB_IS,,
CGut,parameter,Concentration in enterocytes (Amount in small intestine/ enterocytes),,rdf,BQM_IS,,
CGut,parameter,,,rdf,BQB_IS,,
